0.40733,0.66173,0.62945,0,0,0,4.0518,58.386,50.991,1.019,0.68084,5.8168e-11,5.9157e-10,1.5544e-10,0.0017335,1,3.1293e-11,7.0759e-11,4.1553e-09,0.52127,1.2278e-08,2.76e-10,4.3626e-11,0.047202,1,1.7313e-09,1,5.9579e-11,1,1,1,1,2.2544e-09,0.33433,1.0217e-10,8.9073e-11,0.01516,0.003609,1.609e-11,7.5606e-10,1.6904e-10,7.9241e-10
0.16047,-0.56177,0.81158,0,0,0,4.0336,-74.058,35.749,-1.2925,0.94686,7.6126e-17,7.8784e-16,2.0389e-16,0.021383,0.8087,3.437e-17,2.2192e-16,5.1865e-15,0.59292,3.4672e-14,9.9718e-17,2.3256e-17,0.03372,1,2.0601e-15,1,3.6187e-17,1,1,1,1,2.4176e-16,0.23375,4.7723e-17,2.0758e-16,2.2834e-17,7.3776e-15,1.7293e-17,7.049e-16,0.3133,1.3567e-16
-0.24986,0.61726,-0.74603,0,0,0,2.0925,-67.963,138.25,1.9554,-0.84207,0.022889,1,2.885e-15,0.029142,1.5899e-14,0.37551,0.16606,3.2863e-15,2.4713e-16,5.569e-15,5.69e-15,3.2626e-15,0.040285,0.49566,6.838e-14,0.53472,3.5655e-15,0.15504,0.51328,6.8337e-15,1,1.2286e-14,1,6.9338e-16,0.26908,3.5419e-16,0.72714,0.37879,2.3269e-14,2.2447e-14,5.2244e-15
-0.55355,-0.10032,0.82675,0,0,0,3.6871,10.272,34.234,-2.9623,0.97331,0.012701,0.19774,0.021549,0.12123,1,1.8613e-16,1.1124e-15,0.41011,0.55314,0.47534,0.055192,1.506e-16,0.32285,1,0.33816,1,2.6573e-16,0.50837,1,0.84081,0.77891,0.28874,0.38311,0.013166,1.104e-15,0.01164,1.073e-16,9.3567e-17,0.25377,0.089304,0.091731
0.48749,0.83203,0.26472,0,0,0,5.5706,59.634,74.65,1.0408,0.26791,4.835e-16,4.8254e-15,1.2935e-15,1.7865e-14,0.6513,2.4493e-14,1.2929e-14,3.0229e-14,0.39437,1.6402e-13,1.8905e-15,7.3666e-15,0.16361,0.40314,1.2426e-14,1,5.8615e-15,1,1,1,1,0.036478,0.63544,6.3915e-16,2.5965e-14,7.1101e-16,1,1.8238e-14,1.0186e-14,3.4831e-15,5.0763e-15
-0.47568,-0.35473,-0.80492,0,0,0,1.7716,36.713,143.6,-2.5008,-0.93554,1.4741e-12,0.86663,2.1127e-14,0.063019,8.7653e-14,0.3057,0.20938,2.5096e-14,1.8958e-15,4.2618e-14,2.8135e-14,1.6081e-14,1.3647e-13,0.52164,4.6912e-13,0.55115,1.767e-14,0.27712,0.52032,6.0567e-14,1,7.2716e-14,1,4.6906e-15,0.31857,2.2921e-15,0.66853,0.45346,1.7821e-13,0.24176,3.0773e-14
-0.072986,0.89354,-0.443,0,0,0,3.8154,-85.33,116.3,1.6523,-0.45895,0.031011,1,4.0041e-14,0.024037,0.13907,7.8945e-12,4.6926e-13,4.5204e-14,3.4025e-15,7.6591e-14,4.0328e-12,2.0514e-13,0.32434,4.9686e-12,9.1798e-13,1.2525e-11,1.6323e-13,0.13644,1.8052e-11,9.7367e-14,1,6.7112e-12,1,1.1315e-14,9.6147e-13,6.6031e-15,1,0.24962,3.2399e-13,1.1655e-13,1.4924e-13
-0.56436,-0.82019,0.093763,0,0,0,53.964,55.468,84.62,-2.1735,0.093901,1,0.82655,1,0.38503,1.7743e-14,1,1,7.9781e-13,0.83026,1.4946e-12,9.6237e-15,2.2206e-14,1,1,1,1,0.23299,3.3051e-14,1,1,1,0.64679,3.0132e-14,1.006e-14,1,2.3136e-15,2.7713e-14,0.29796,1,1,2.4926e-14
-0.15036,-0.37436,0.91501,0,0,0,3.4737,68.117,23.792,-1.9527,1.1555,0.014777,0.14341,0.036763,0.014789,1,5.4805e-18,2.8561e-17,0.39073,0.54931,0.46978,0.0019017,5.2848e-18,0.18457,1,0.2914,1,9.5694e-18,0.4425,1,0.89187,0.84825,0.0067458,0.31299,0.00069337,3.1096e-17,0.0043724,1.4753e-16,2.7555e-18,0.23168,0.064925,0.0039337
-0.0042752,-0.3681,0.92978,0,0,0,3.4064,89.335,21.6,-1.5824,1.1938,0.0032304,0.065623,0.015001,0.032074,1,1.6169e-10,9.3062e-10,0.23119,0.55755,0.41427,0.0035001,1.5967e-10,0.14235,1,0.14309,1,4.5385e-10,0.72614,1,0.94406,0.9141,0.031302,0.29266,0.0043019,9.946e-10,0.001994,8.4743e-09,8.1337e-11,0.092195,0.19448,0.0090543
-0.69385,0.22284,-0.68477,0,0,0,2.4004,-17.805,133.22,2.8308,-0.75429,0.10267,1,1.466e-12,0.025804,8.598e-12,0.36675,0.075393,1.8392e-12,1.3742e-13,3.1212e-12,3.5598e-12,1.8118e-12,0.21829,0.45059,4.0032e-11,0.51226,1.9872e-12,0.038204,0.49985,2.972e-12,1,8.991e-12,1,3.8007e-13,0.17488,1.9465e-13,0.82984,0.42708,9.9967e-12,6.1738e-12,2.8691e-12
0.2921,0.16984,0.94119,0,0,0,3.0683,30.176,19.748,0.52667,1.2261,0.0018569,0.033419,0.0071047,0.015142,1,3.4663e-17,1.745e-16,0.15728,0.53107,0.36434,0.0034791,8.5468e-17,0.085594,1,0.086514,1,3.1893e-16,0.86482,1,0.9764,0.94607,0.021877,0.2945,0.0022315,1.6093e-16,0.0013447,1.9392e-15,1.7496e-17,0.04818,0.087286,0.0037459
0.053337,0.40143,0.91433,0,0,0,3.0473,82.432,23.889,1.4387,1.1539,0.0036608,0.073426,0.015043,0.060427,1,5.0973e-15,3.6585e-14,0.29827,0.52278,0.44667,0.0085552,4.5307e-15,0.15524,1,0.18912,1,7.9308e-15,0.73544,1,0.94698,0.87751,0.18547,0.42961,0.008656,2.996e-14,0.0068489,1.904e-13,2.5793e-15,0.096369,0.019609,0.014829
0.85501,-0.51778,-0.029249,0,0,0,1.4977,-31.199,91.676,-0.54452,-0.029253,4.7266e-16,5.2036e-15,1.1719e-15,0.075973,2.5449e-15,0.19514,0.064678,3.4189e-14,0.12023,6.324e-13,6.3676e-16,4.5885e-16,4.0931e-15,0.42625,1.265e-14,0.55745,5.0429e-16,1,0.50813,1,0.81711,1.2797e-15,1,2.9911e-16,0.1056,1.4606e-16,0.88827,0.20964,5.1326e-15,0.57845,8.8685e-16
0.46026,0.65382,0.60056,0,0,0,4.1932,54.856,53.09,0.95742,0.6442,6.8777e-17,6.9716e-16,1.8542e-16,1.1732e-15,1,1.0127e-16,3.8316e-16,4.7861e-15,0.52231,3.271e-14,2.57e-15,8.8363e-17,0.083951,1,1.872e-15,1,1.405e-16,1,1,1,1,0.013978,0.35623,1.6295e-16,4.8115e-16,0.0012934,0.25571,5.1131e-17,1.0053e-15,3.4495e-16,2.7238e-15
0.32001,-0.62017,-0.71623,0,0,0,1.4908,-62.706,135.74,-1.0944,-0.79838,9.9874e-16,1.3327e-14,1.8969e-15,0.10441,4.687e-15,0.24176,0.1069,3.1095e-14,4.8442e-15,6.8182e-14,1.1423e-15,8.1611e-16,2.7684e-15,0.4816,2.6533e-14,0.54829,8.9929e-16,1,0.51162,0.4844,0.95751,2.0214e-15,1,4.5244e-16,0.18806,2.3279e-16,0.80326,0.42169,8.7693e-15,0.62483,1.4989e-15
-0.95916,-0.23565,-0.15648,0,0,0,19.72,13.803,99.002,-2.9007,-0.15712,1,1,6.1164e-17,0.42335,1.6332e-15,0.44145,0.044317,3.2355e-17,2.3434e-18,5.3077e-17,0.010885,0.65484,1,0.32652,3.681e-15,0.40726,6.6334e-15,2.3178e-15,0.44368,2.7369e-17,1,0.82646,1,1.225e-17,0.12482,5.9674e-18,0.88299,0.52802,6.8435e-16,3.3039e-16,3.3113e-16
0.5554,-0.013491,0.83147,0,0,0,3.3064,-1.3915,33.75,-0.024286,0.98175,1.7076e-17,1.7642e-16,4.6107e-17,2.0248e-17,0.27716,5.1595e-17,1.3412e-16,1.3109e-15,0.53777,1.133e-14,3.5607e-17,1.5846e-17,9.8586e-17,1,4.735e-16,1,2.3481e-17,1,1,1,1,0.10395,0.40119,1.6907e-17,1.4147e-16,1.0038e-17,0.66369,2.9338e-17,6.9544e-16,0.10207,1.0266e-16
0.71552,0.38274,0.58441,0,0,0,3.3945,28.143,54.238,0.49119,0.62416,1.7006e-17,1.7125e-16,4.5809e-17,2.3258e-17,2.4679e-16,0.004444,0.00092757,1.0889e-15,0.44387,6.1984e-15,3.3777e-17,4.3079e-17,3.3257e-16,0.5909,4.4113e-16,0.98904,4.7451e-17,1,0.97489,1,1,0.13118,0.61402,1.6083e-17,0.0015943,9.4561e-18,0.99765,0.0023265,4.8032e-16,0.06622,8.2668e-17
-0.36899,0.13896,0.91898,0,0,0,3.1741,-20.636,23.222,2.7814,1.1655,0.0058053,0.13806,0.020571,0.097245,1,1.162e-10,9.6721e-10,0.37089,0.53921,0.46216,0.045724,8.8727e-11,0.25873,1,0.28962,1,1.1035e-10,0.58236,1,0.89269,0.81826,0.25123,0.42347,0.019914,6.9005e-10,0.0073135,3.6621e-09,5.9112e-11,0.18159,0.051463,0.059908
0.74476,0.59018,0.31148,0,0,0,3.5935,38.395,71.851,0.67012,0.31675,8.0767e-16,8.2105e-15,2.1798e-15,1.1786e-15,1.2362e-14,0.034087,0.005942,5.1832e-14,0.32579,2.5581e-13,1.5352e-15,2.4394e-15,1.8604e-14,0.18776,2.108e-14,0.90633,2.9513e-15,1,0.77276,1,1,0.047706,0.78367,7.3742e-16,0.012901,4.228e-16,0.99129,0.012102,2.1398e-14,0.12397,3.6738e-15
0.36056,-0.088005,-0.92858,0,0,0,1.3197,-13.717,158.21,-0.2394,-1.1906,5.8947e-15,5.7286e-14,9.9243e-15,0.088861,2.852e-14,0.26798,0.10782,2.5526e-14,2.1941e-15,4.7438e-14,6.8354e-15,4.9005e-15,3.0787e-14,0.51294,1.1731e-13,0.57919,5.3228e-15,0.81742,0.5337,0.24616,1,1.8604e-14,1,2.3384e-15,0.19699,1.1807e-15,0.78737,0.43338,5.6862e-14,0.49036,9.8859e-15
0.71554,0.020841,0.69826,0,0,0,2.9473,1.6683,45.713,0.029118,0.77296,2.9148e-12,2.9351e-11,7.8515e-12,3.9865e-12,4.142e-11,0.032306,0.005639,1.8657e-10,0.44136,1.0602e-09,5.7896e-12,7.3573e-12,4.7285e-11,0.72626,7.5599e-11,0.92699,8.0834e-12,1,0.8531,1,1,0.078982,0.57566,2.7567e-12,0.013103,1.6208e-12,0.9833,0.012809,8.2306e-11,0.17414,1.4169e-11
0.077408,-0.49052,0.86799,0,0,0,3.7494,-81.032,29.775,-1.4143,1.0511,0.0014051,0.016134,0.0036778,0.032355,1,5.7389e-15,2.7787e-14,0.12319,0.56837,0.38384,0.0017487,1.1107e-14,0.11012,1,0.045686,1,2.7658e-14,0.93583,1,0.98688,0.97117,0.0050353,0.22335,0.00097083,3.066e-14,0.00054181,3.5808e-13,2.8917e-15,0.017012,0.30933,0.0027781
0.38327,-0.85166,0.35747,0,0,0,2.7916,-65.771,69.055,-1.1479,0.36556,1.13e-15,1.148e-14,2.9839e-15,0.058713,6.863e-15,0.18254,0.062307,6.8858e-14,0.28698,5.9324e-13,1.5875e-15,1.2261e-15,1.7393e-14,0.46872,2.8873e-14,0.59214,1.3511e-15,1,0.50415,1,1,3.7888e-15,0.90703,7.5687e-16,0.12484,3.812e-16,0.89969,0.05544,1.3474e-14,0.58985,2.3454e-15
0.58145,-0.62944,0.51548,0,0,0,2.5029,-47.27,58.97,-0.82502,0.54157,1.6903e-12,1.7002e-11,4.5372e-12,0.034139,1.0773e-11,0.1177,0.041135,1.0708e-10,0.32699,3.9655e-10,2.3706e-12,1.7459e-12,2.0817e-11,0.53585,4.3516e-11,0.70659,1.8955e-12,1,0.59969,1,1,5.8847e-12,0.79065,1.1354e-12,0.071552,5.7418e-13,0.91716,0.058329,2.0382e-11,0.46103,3.5393e-12
0.7537,0.44214,0.48626,0,0,0,3.2982,30.397,60.905,0.53053,0.50781,1.3011e-17,1.3057e-16,3.474e-17,1.7804e-17,3.962e-17,0.038437,0.0013094,6.119e-16,0.38978,1.8945e-15,2.4836e-17,3.3878e-17,4.1171e-15,0.52858,3.227e-16,0.9058,3.8325e-17,1,0.82222,1,1,0.084215,0.68446,1.1986e-17,0.0029267,6.7948e-18,0.99713,0.0094114,3.6062e-16,0.11114,5.8388e-17
-0.78922,0.57505,-0.21555,0,0,0,14.418,-36.078,102.45,2.5119,-0.21725,0.34412,1,8.1285e-13,0.38967,8.466e-12,4.1675e-10,1.4269e-11,9.1429e-13,6.883e-14,1.5487e-12,0.88997,0.28368,1,1.7031e-10,1.8546e-11,3.81e-10,1.6343e-11,0.33796,6.4572e-10,1.9734e-12,1,1,1,2.3508e-13,3.0045e-11,1.404e-13,1,0.26686,6.5885e-12,2.1489e-12,3.6059e-12
-0.058905,0.9486,0.31096,0,0,0,6.5266,-86.447,71.883,1.6328,0.3162,0.0020378,0.024691,0.0028219,0.071763,1,2.3559e-16,1.8404e-15,0.15353,0.43744,0.38708,0.026319,2.6326e-16,0.25703,1,0.079296,1,3.6716e-16,0.88922,1,0.9824,0.94454,0.10875,0.48291,0.0023152,1.169e-15,0.11023,1.4832e-14,1.149e-16,0.031385,0.0055988,0.031302
0.2331,-0.71637,-0.65763,0,0,0,1.6217,-71.975,131.12,-1.2562,-0.71766,3.3362e-13,3.5453e-12,6.5536e-13,0.10749,1.8011e-12,0.33106,0.1055,1.0093e-11,9.2142e-13,7.7102e-11,4.2437e-13,1.8641e-13,3.5146e-12,0.44152,6.379e-12,0.49742,1.8211e-13,1,0.49004,0.4709,0.96323,8.1408e-13,1,1.6395e-13,0.21114,7.7853e-14,0.79704,0.35787,2.8957e-12,0.64488,5.287e-13
-0.82784,0.38061,0.41209,0,0,0,6.4165,-24.691,65.664,2.7107,0.42475,0.017146,0.27441,0.053413,0.24774,1,3.628e-13,2.1232e-12,0.4585,0.51804,0.49221,0.17785,2.6149e-13,0.62974,1,0.3991,1,3.7868e-13,0.49325,1,0.77213,0.69276,0.49981,0.41241,0.014006,2.1823e-12,0.080318,1.1098e-11,1.8402e-13,0.32942,0.1221,0.27327
